ISBN,_id,丛书,作者,关键词,出品方,出版年,出版社,分类,副标题,原作名,名称,定价,装帧,评分,评论人数,译者,页数
9787505420045,5d43faa77e62ba2bae19f8f4,,,都市,,2009-1,朝华出版社,书籍,,,被时光掩埋的秘密,28.00,平装16开,7.2,15395.0,,315
9787533651916,5d43faa77e62ba2bae19f8f5,,玛丽·格拉克,都市,,2009-1-1,安徽教育出版社,书籍,十九世纪巴黎的现代主义与都市文化,,流行的波希米亚,32.00元,平装,6.5,26.0,罗靓,237
9787301232248,5d43faa87e62ba2bae19f8f6,博雅史学论丛·海外中国史研究,斯波义信,都市,,2013-11-5,北京大学出版社,书籍,,,中国都市史,CNY35.00,平装,7.6,142.0,,257
9787567512214,5d43faa87e62ba2bae19f8f7,99读书人安部公房作品,,都市,99读书人,2014-4,华东师范大学出版社,书籍,安部公房都市失踪三部曲,燃えつきた地図,燃烧的地图,29.00元,平装,7.3,214.0,,273
9787550106437,5d43faa97e62ba2bae19f8f8,,[美]马克·尼波,都市,,2013-2,南方出版社,书籍,365天都市身心修行课,TheBookofAwakening,觉醒之旅,38.00元,平装,8.5,95.0,曾琳,400
9787560853635,5d43faaa7e62ba2bae19f8f9,,上海市城市规划设计研究院,都市,,2014-5-1,同济大学出版社,书籍,,,大上海都市计划,CNY960.00,精装,9.0,13.0,,1076
9789866944758,5d43faaa7e62ba2bae19f8fa,,藤森照信,都市,,2007-10-04,楓書坊,书籍,近代都市的形成,,東京造街史,NTD320.,平裝,,,蕭雅文,97
9787108021946,5d43faaa7e62ba2bae19f8fb,三联·哈佛燕京学术丛书,蓝宇蕴,都市,,2005-4,生活．读书．新知三联,书籍,一个“新村社共同体”的实地研究,,都市里的村庄,23.80元,,6.4,27.0,,449
9787542632531,5d43faaa7e62ba2bae19f8fc,,丹尼斯•谢尔曼,都市,,2011-7-10,上海三联书店,书籍,从古代城邦到现代都市,TheWestintheWorldAMid-LengthNarrativeHistory,全球视野下的西方文明史,158.00元,平装,8.5,52.0,陈恒,1248
9787520139595,5d43faaa7e62ba2bae19f8fd,,(意)费德里科·卡斯蒂利亚诺(FedericoCastigliano),都市,,2018-12,社会科学文献出版社,书籍,漫步巴黎的艺术,FLÂNEUR-L’artedivagabondareperParigi,都市漫步者,38,平装,7.8,38.0,孙双,
9787502764579,5d43faaa7e62ba2bae19f8fe,都市妖奇谈,,都市,,2005-10,海洋出版社,书籍,假如生活欺骗了你,,都市妖奇谈三,20.00元,平装,8.6,602.0,,219
9787806168738,5d43faab7e62ba2bae19f8ff,新视觉书坊,,都市,,2000-9,学林出版社,书籍,现代都市文化的忧患,,手下留情,20.00元,平装,7.8,23.0,,253
9787502769567,5d43faab7e62ba2bae19f900,都市妖奇谈,,都市,,2008-1,海洋,书籍,,,都市妖奇谈之五.胡不归,20.00元,,8.7,441.0,,218
9787020078905,5d43faab7e62ba2bae19f901,李欧梵作品,,都市,99读书人,2010-03-01,人民文学出版社,书籍,一种新都市文化在中国,,上海摩登,38.00元,平装,8.4,291.0,,368
9787502763237,5d43faab7e62ba2bae19f902,都市妖奇谈,,都市,,2005-5-1,海洋出版社,书籍,不良少年的资格,,都市妖奇谈二,18.0,平装(无盘),8.6,986.0,,246
9787802203297,5d43faab7e62ba2bae19f903,,,都市,,2009-3-1,中国画报出版社,书籍,时尚人士最爱看的都市情感轻喜剧！引领2009年话题新潮流！,,S女出没，注意（下）,21.00,平装,7.5,91.0,,347
9789867929433,5d43faab7e62ba2bae19f904,都市妖奇談,,都市,,20030601,蓋亞,书籍,,,都市妖奇談1影之魅,NT$160,,8.7,175.0,,
9787302210047,5d43faab7e62ba2bae19f905,,查尔斯·兰德利(CharlesLandry),都市,,2009-10-1,清华大学出版社,书籍,如何打造都市创意生活圈,,创意城市,49.80元,平装,7.8,108.0,,377
