_id,企业,企业规模,关键词,发布时间,城市,学历要求,岗位名称,福利,经验要求,薪资,融资情况,行业,页数
5d43ed8c51eceec5c30851a5,中保车服,150-500人,数据分析,2019-08-01,深圳,本科,数据分析工程师,期权 完善福利 领导nice,经验3-5年,20k-40k,未融资,"金融,移动互联网",10
5d43ed8c51eceec5c30851a6,OPPO,2000人以上,数据分析,2019-08-0214:31:00,深圳,本科,高级数据分析师,弹性工作,经验3-5年,25k-40k,不需要融资,硬件,10
5d43ed8c51eceec5c30851a7,万科,2000人以上,数据分析,2019-08-0209:44:00,深圳,本科,数据分析工程师,"世界五百强,地产龙头企,薪资福利佳。",经验3-5年,18k-30k,上市公司,房产家居,10
5d43ed8c51eceec5c30851a8,货拉拉,2000人以上,数据分析,2019-08-0209:25:00,深圳,本科,资深数据分析师(J11772),发展空间大,经验5-10年,50k-70k,C轮,"移动互联网,消费生活",10
5d43ed8c51eceec5c30851a9,平安智慧城,2000人以上,数据分析,2019-08-01,深圳,本科,4721FP-智慧法律-资深数据分析专家,"五险一金,绩效奖金,高温补贴,定期体检",经验10年以上,15k-30k,不需要融资,移动互联网,10
5d43ed8c51eceec5c30851aa,AdMaster,2000人以上,数据分析,2019-07-22,深圳,本科,数据分析师-深圳,"六险一金,带薪年假,餐补,年终奖",经验不限,6k-8k,不需要融资,数据服务,10
5d43ed8d51eceec5c30851ab,跨越速运,2000人以上,数据分析,2019-08-01,深圳,大专,数据分析专员,平台大、绩效奖金,经验1-3年,8k-10k,不需要融资,其他,10
5d43ed8d51eceec5c30851ac,盛迪嘉支付,500-2000人,数据分析,2019-08-01,深圳,大专,数据分析专员,福利待遇好，发展前景大,经验1-3年,8k-10k,不需要融资,"移动互联网,金融",10
5d43ed8f51eceec5c30851ad,字节跳动,2000人以上,数据分析,2019-08-0211:46:00,深圳,本科,数据分析-创新工具,六险一金，弹性工作，免费三餐，租房补贴,经验1-3年,25k-50k,C轮,文娱丨内容,11
5d43ed8f51eceec5c30851ae,货拉拉,2000人以上,数据分析,2019-07-26,深圳,大专,数据运营/数据支持/数据分析(J12397),独角兽企业 扁平化管理 高提成,经验1-3年,6k-8k,C轮,"移动互联网,消费生活",11
5d43ed8f51eceec5c30851af,OPPO,2000人以上,数据分析,2019-07-25,深圳,本科,数据分析工程师,大平台 给力薪酬 组织氛围好,经验1-3年,15k-30k,不需要融资,硬件,11
5d43ed9051eceec5c30851b0,顺丰科技有限公司,2000人以上,数据分析,2019-07-26,深圳,本科,GJY-数据分析与运营高级工程师,弹性工作时间 发展空间大,经验5-10年,18k-24k,不需要融资,物流丨运输,11
5d43ed9051eceec5c30851b1,蓝色光标SNK,150-500人,数据分析,2019-08-0211:17:00,深圳,本科,数据分析专员,"4A公司,平台大,晋升快",经验不限,8k-12k,不需要融资,"移动互联网,游戏",11
5d43ed9051eceec5c30851b2,深圳刷宝科技有限公司,150-500人,数据分析,2019-08-0209:23:00,深圳,本科,数据分析专员,五险一金 带薪年假 年度体检 月度团建,经验不限,6k-10k,B轮,移动互联网,11
5d43ed9051eceec5c30851b3,深圳白骑士大数据有限公司,50-150人,数据分析,2019-07-17,深圳,硕士,数据分析总监,"平台好,创新型,发展迅速,股权期权",经验5-10年,38k-65k,A轮,"企业服务,金融",11
5d43ed9051eceec5c30851b4,乐逗游戏,500-2000人,数据分析,2019-07-29,深圳,大专,数据分析专员,优质资源，可靠团队,经验1-3年,10k-20k,上市公司,游戏,11
5d43ed9051eceec5c30851b5,平安科技,2000人以上,数据分析,2019-08-01,深圳,本科,1121CS-资深数据分析师,"五险一金,绩效奖金,带薪年假,定期体检",经验3-5年,15k-30k,不需要融资,金融,11
5d43ed9151eceec5c30851b6,PWC,2000人以上,数据分析,2019-07-17,深圳,本科,数据分析经理,行业翘楚 精英相伴 卓越培训 探索创新,经验5-10年,30k-50k,不需要融资,金融,11
5d43ed9151eceec5c30851b7,腾讯,2000人以上,数据分析,2019-07-31,深圳,硕士,风控（海外）策略及数据分析工程师（深圳）,"氛围和谐,福利齐全,长期激励,年度旅游",经验3-5年,25k-40k,上市公司,社交,11
5d43ed9151eceec5c30851b8,优必选科技,500-2000人,数据分析,2019-07-16,深圳,本科,数据分析工程师,弹性上班 六险一金 福利齐全,经验1-3年,14k-25k,C轮,"移动互联网,硬件",11
5d43ed9151eceec5c30851b9,金蝶蝶金,2000人以上,数据分析,2019-08-0209:04:00,深圳,本科,数据分析专家/经理,"大平台,核心产品,晋升空间",经验3-5年,20k-30k,上市公司,企业服务,11
5d43ed9151eceec5c30851ba,道旅旅游,150-500人,数据分析,2019-07-30,深圳,本科,价格数据分析师,五险一金 年底双薪 年度旅游 年度体检,经验1-3年,7k-12k,上市公司,"电商,旅游",11
5d43ed9151eceec5c30851bb,盈富斯,150-500人,数据分析,2019-08-0215:02:00,深圳,本科,高级数据分析师,奖金激励，年终奖，电商平台,经验3-5年,25k-50k,C轮,电商,11
