_id,企业,企业规模,关键词,发布时间,城市,学历要求,岗位名称,福利,经验要求,薪资,融资情况,行业
5d43ea4d51eceec5c3084fa3,TapTap,50-150人,数据分析,2019-07-31,上海,本科,数据分析师,迅速成长,经验1-3年,15k-25k,B轮,"游戏,社交"
5d43ea4d51eceec5c3084fa4,掌门1对1在线教育,2000人以上,数据分析,2019-08-0214:58:00,上海,本科,数据分析师,员工旅游 五险一金 14薪,经验3-5年,10k-20k,D轮及以上,"移动互联网,教育"
5d43ea4d51eceec5c3084fa5,众安保险,2000人以上,数据分析,2019-08-01,上海,本科,数据分析师,行业前景好 发展空间大,经验3-5年,20k-35k,上市公司,金融
5d43ea4d51eceec5c3084fa6,乐房生活,50-150人,数据分析,2019-08-0213:48:00,上海,本科,数据分析师,F轮融资数亿元；16薪制,经验3-5年,15k-20k,D轮及以上,移动互联网
5d43ea4d51eceec5c3084fa7,掌门集团,500-2000人,数据分析,2019-08-0210:56:00,上海,本科,数据分析师,"股票期权,弹性工作,行业独角兽",经验1-3年,15k-30k,B轮,"移动互联网,消费生活"
5d43ea4d51eceec5c3084fa8,流利说®,2000人以上,数据分析,2019-08-0214:25:00,上海,本科,数据分析员（校招）,上市公司、年底双薪、完善培训、宽松氛围,经验应届毕业生,6k-7k,上市公司,教育
5d43ea4e51eceec5c3084fa9,脉策数据,50-150人,数据分析,2019-08-0213:09:00,上海,硕士,数据分析师（空间数据分析）,"弹性工作,薪酬福利好,技术驱动,大牛互助",经验不限,10k-20k,A轮,"数据服务,企业服务"
5d43ea4e51eceec5c3084faa,SideChef,15-50人,数据分析,2019-07-30,上海,本科,数据分析师,"物联网,时间自由,吃货最爱,创业公司",经验1-3年,15k-25k,A轮,移动互联网
5d43ea4e51eceec5c3084fab,博厚电机,150-500人,数据分析,2019-07-31,上海,不限,数据分析师,薪资丰厚 男女比例均衡,经验不限,10k-20k,未融资,"工具,软件开发"
5d43ea4e51eceec5c3084fac,招商银行信用卡中心,2000人以上,数据分析,2019-08-0211:04:00,上海,本科,数据分析与建模专家,职位晋升 福利待遇好 工作氛围好,经验5-10年,40k-65k,上市公司,金融
5d43ea4e51eceec5c3084fad,上海只二网络科技有限公司,50-150人,数据分析,2019-08-01,上海,大专,资深数据分析师,出国游 餐补房补 领导nice,经验3-5年,15k-30k,B轮,"移动互联网,电商"
5d43ea4f51eceec5c3084fae,平安城科,500-2000人,数据分析,2019-08-01,上海,本科,数据分析专家,"五险一金,绩效奖金,带薪年假,定期体检",经验5-10年,25k-45k,上市公司,金融
5d43ea4f51eceec5c3084faf,趣头条,500-2000人,数据分析,2019-08-0210:10:00,上海,本科,数据分析专家,薪资待遇好，全年基本上16薪以上。,经验5-10年,25k-50k,上市公司,文娱丨内容
5d43ea4f51eceec5c3084fb0,CHARLES & KEITH | PEDRO,150-500人,数据分析,2019-07-17,上海,不限,数据分析/数据科学,"带薪年假,五险一金,年底双薪,发展空间大",经验1-3年,10k-15k,不需要融资,"电商,其他"
5d43ea4f51eceec5c3084fb1,震坤行,500-2000人,数据分析,2019-08-0213:46:00,上海,本科,高级数据分析师(J10309),发展前景好 平台好,经验5-10年,20k-30k,D轮及以上,电商
5d43ea5051eceec5c3084fb2,爱抢购&好食期&觅食蜂,150-500人,数据分析,2019-08-0210:52:00,上海,本科,大数据架构研发工程师,发展前景好、领导nice、团队氛围好,经验5-10年,30k-40k,C轮,"电商,消费生活"
5d43ea5051eceec5c3084fb3,流利说®,2000人以上,数据分析,2019-08-0213:23:00,上海,本科,数据分析师（校招）,上市公司、年底双薪、完善培训、宽松氛围,经验应届毕业生,15k-20k,上市公司,教育
5d43ea5151eceec5c3084fb4,众安保险,2000人以上,数据分析,2019-07-17,上海,本科,数据分析师,工作环境优雅舒适 待遇高福利好,经验5-10年,17k-22k,上市公司,金融
5d43ea5151eceec5c3084fb5,趣头条,500-2000人,数据分析,2019-08-01,上海,本科,高级数据分析师,"最高20薪,六险一金,餐补，技术分享",经验5-10年,30k-45k,上市公司,文娱丨内容
5d43ea5151eceec5c3084fb6,明略科技集团,2000人以上,数据分析,2019-08-01,上海,本科,数据分析咨询师,广阔的就业前景 丰厚的薪资福利,经验3-5年,8k-15k,D轮及以上,"数据服务,广告营销"
5d43ea5151eceec5c3084fb7,蓝色光标欧泰谱,150-500人,数据分析,2019-08-01,上海,本科,高级数据分析师-SQL,上市公司，市中心，领导好，氛围好,经验3-5年,10k-15k,不需要融资,"数据服务,企业服务"
5d43ea5151eceec5c3084fb8,青岛雪图世界文化传媒有限责任公司,15-50人,数据分析,2019-08-0209:55:00,上海,本科,数据分析师,发展前景好 五险一金 绩效奖金 带薪年假,经验3-5年,15k-25k,未融资,"移动互联网,广告营销"
5d43ea5151eceec5c3084fb9,上海百秋,500-2000人,数据分析,2019-07-30,上海,本科,数据分析师(J10040),五险一金，带薪病假，员工团建,经验1-3年,8k-10k,未融资,"电商,企业服务"
5d43ea5251eceec5c3084fba,瀚亚资本,2000人以上,数据分析,2019-08-01,上海,不限,数据分析师,职位发展空间大,经验3-5年,30k-40k,不需要融资,金融
5d43ea5251eceec5c3084fbb,HARB,50-150人,数据分析,2019-07-31,上海,本科,商业数据分析师,外资高管团队；公司文化好；已获多轮融资,经验1-3年,10k-16k,B轮,企业服务
5d43ea5251eceec5c3084fbc,汇付,500-2000人,数据分析,2019-08-0210:52:00,上海,本科,数据分析,上市公司 合规风控 精英团队,经验3-5年,10k-20k,上市公司,"移动互联网,金融"
5d43ea5251eceec5c3084fbd,永辉云创科技有限公司,2000人以上,数据分析,2019-08-0213:47:00,上海,本科,数据分析师,待遇优、空间大、平台好,经验3-5年,19k-28k,D轮及以上,"电商,消费生活"
5d43ea5251eceec5c3084fbe,陆金所,2000人以上,数据分析,2019-08-01,上海,本科,25210V-数据分析师,"五险一金,节日福利,带薪年假,定期体检",经验3-5年,13k-26k,B轮,金融
5d43ea5251eceec5c3084fbf,晶赞科技Zamplus,150-500人,数据分析,2019-08-0210:23:00,上海,硕士,数据分析师,弹性工作、绩效奖金、出国旅游、扁平化管理,经验3-5年,10k-20k,D轮及以上,"数据服务,文娱丨内容"
5d43ea5251eceec5c3084fc0,微盟,2000人以上,数据分析,2019-08-0210:19:00,上海,本科,数据分析,上市公司 成长空间大,经验1-3年,10k-15k,上市公司,企业服务
5d43ea5351eceec5c3084fc1,爱抢购&好食期&觅食蜂,150-500人,数据分析,2019-08-0210:52:00,上海,本科,大数据架构研发工程师,发展前景好、领导nice、团队氛围好,经验5-10年,30k-40k,C轮,"电商,消费生活"
5d43ea5451eceec5c3084fc2,众安保险,2000人以上,数据分析,2019-08-0214:19:00,上海,本科,数据分析工程师,年终奖丰厚、扁平化管理、活动多多,经验3-5年,18k-30k,上市公司,金融
5d43ea5451eceec5c3084fc3,上海百秋,500-2000人,数据分析,2019-07-30,上海,本科,数据分析主管(J10041),五险一金，带薪病假，员工团建,经验1-3年,10k-15k,未融资,"电商,企业服务"
5d43ea5551eceec5c3084fc4,星环科技,150-500人,数据分析,2019-08-0210:21:00,上海,本科,数据分析师 (MJ000268),六险二金 带薪年假 定期团建,经验不限,10k-20k,C轮,数据服务
5d43ea5551eceec5c3084fc5,CareerFrog职业蛙,150-500人,数据分析,2019-08-0213:58:00,上海,本科,数据分析师,"奶思队友,毫无节操,疯狂凯瑞,别忘了高薪",经验1-3年,8k-12k,B轮,教育
5d43ea5551eceec5c3084fc6,淘集集,500-2000人,数据分析,2019-08-0209:31:00,上海,本科,数据分析师（风控）,"扁平化管理,平台大,奖金多,15薪",经验5-10年,20k-40k,B轮,电商
5d43ea5551eceec5c3084fc7,派拉软件,150-500人,数据分析,2019-08-0214:43:00,上海,硕士,数据分析师,年终奖高，晋升空间大，扁平化管理,经验3-5年,25k-40k,上市公司,数据服务
5d43ea5551eceec5c3084fc8,rcrai.com,15-50人,数据分析,2019-08-0214:36:00,上海,本科,数据分析,年终奖2-8个月,经验3-5年,15k-20k,A轮,移动互联网
5d43ea5551eceec5c3084fc9,Soul App,150-500人,数据分析,2019-08-0213:37:00,上海,本科,数据分析师,"高薪资,平台好,潜力大,氛围浓",经验3-5年,20k-40k,C轮,"社交,文娱丨内容"
5d43ea5651eceec5c3084fca,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-08-0210:19:00,上海,本科,数据分析师,弹性工作制 奖金丰厚 领导NICE,经验3-5年,20k-30k,上市公司,金融
5d43ea5651eceec5c3084fcb,独立日,50-150人,数据分析,2019-08-0213:24:00,上海,不限,数据分析师,团队氛围好，弹性上班，餐补,经验5-10年,15k-30k,B轮,移动互联网
5d43ea5651eceec5c3084fcc,蜻蜓FM,150-500人,数据分析,2019-08-0210:17:00,上海,本科,数据分析师,弹性工作，年轻化团队，行业领先平台,经验3-5年,15k-25k,D轮及以上,移动互联网
5d43ea5651eceec5c3084fcd,神策数据,150-500人,数据分析,2019-08-0214:13:00,上海,本科,数据分析师-上海,"五险一金,午餐补助,补充医疗,14薪",经验不限,15k-30k,C轮,数据服务
5d43ea5651eceec5c3084fce,苹果树,150-500人,数据分析,2019-08-01,上海,本科,数据分析师,老板nice，发展空间大，五险一金,经验不限,15k-30k,A轮,"金融,数据服务"
5d43ea5651eceec5c3084fcf,联元智能科技,50-150人,数据分析,2019-08-0214:02:00,上海,本科,数据分析师,五险一金 绩效奖金 弹性工作 补充公积金,经验3-5年,15k-30k,A轮,"移动互联网,数据服务"
5d43ea5751eceec5c3084fd0,PINTEC,150-500人,数据分析,2019-07-31,上海,本科,数据分析师,"六险一金,带薪休假,弹性工作,扁平管理",经验1-3年,8k-15k,上市公司,"移动互联网,金融"
5d43ea5751eceec5c3084fd1,众安保险,2000人以上,数据分析,2019-08-0214:19:00,上海,本科,数据分析工程师,年终奖丰厚、扁平化管理、活动多多,经验3-5年,18k-30k,上市公司,金融
5d43ea5751eceec5c3084fd2,上海百秋,500-2000人,数据分析,2019-07-30,上海,本科,数据分析主管(J10041),五险一金，带薪病假，员工团建,经验1-3年,10k-15k,未融资,"电商,企业服务"
5d43ea5851eceec5c3084fd3,众安保险,2000人以上,数据分析,2019-08-0214:19:00,上海,本科,数据分析专家,"薪资优厚,福利多多,扁平管理=，奖金丰厚",经验5-10年,25k-40k,上市公司,金融
5d43ea5851eceec5c3084fd4,派拉软件,150-500人,数据分析,2019-08-0214:43:00,上海,硕士,算法工程师/数据分析师,晋升空间大+扁平化管理,经验3-5年,15k-30k,上市公司,数据服务
5d43ea5951eceec5c3084fd5,达达-京东到家,2000人以上,数据分析,2019-08-0214:30:00,上海,本科,数据分析师,技术驱动、风口平台,经验3-5年,15k-25k,D轮及以上,消费生活
5d43ea5951eceec5c3084fd6,泛为,150-500人,数据分析,2019-08-0210:18:00,上海,本科,数据分析师,"五险一金,员工旅游,餐饮补贴,弹性工作",经验1年以下,8k-10k,不需要融资,"移动互联网,广告营销"
5d43ea5951eceec5c3084fd7,还呗-智能信贷领先者,500-2000人,数据分析,2019-08-0213:56:00,上海,本科,数据分析师,"移动金融,未来金矿,精英团队,助力成长",经验3-5年,15k-30k,B轮,金融
5d43ea5951eceec5c3084fd8,算话智能科技有限公司,50-150人,数据分析,2019-07-29,上海,本科,数据分析师,"绩效奖金,福利津贴,交通补贴,假日福利",经验1-3年,12k-16k,B轮,"数据服务,移动互联网"
5d43ea5951eceec5c3084fd9,信用算力,150-500人,数据分析,2019-08-0209:39:00,上海,本科,数据分析师,晋升快，福利好，美女多,经验1-3年,15k-30k,B轮,"移动互联网,金融"
5d43ea5951eceec5c3084fda,东方新闻,150-500人,数据分析,2019-07-31,上海,本科,数据分析师,"发展平台,扁平化,晋升机会,福利待遇",经验1-3年,10k-20k,不需要融资,"移动互联网,社交"
5d43ea5a51eceec5c3084fdb,舟恩信息,150-500人,数据分析,2019-07-30,上海,大专,数据分析,互联网金融,经验3-5年,15k-20k,不需要融资,移动互联网
5d43ea5a51eceec5c3084fdc,驰骛科技ChiefClouds,50-150人,数据分析,2019-08-0211:03:00,上海,本科,数据分析师,年度体检免费晚餐补充商保10天带薪年假,经验3-5年,15k-30k,A轮,"数据服务,移动互联网"
5d43ea5a51eceec5c3084fdd,信用飞/首付游,150-500人,数据分析,2019-08-01,上海,本科,数据分析师（有互金经验）,五险一金 13薪资 带薪休假,经验3-5年,10k-20k,B轮,移动互联网
5d43ea5a51eceec5c3084fde,2345.com,500-2000人,数据分析,2019-08-0209:21:00,上海,本科,数据分析师（数据BP）(J11909),"上市公司,发展空间大,业务平稳",经验3-5年,12k-20k,上市公司,"数据服务,移动互联网"
5d43ea5a51eceec5c3084fdf,携程,2000人以上,数据分析,2019-08-0214:29:00,上海,本科,数据分析岗（精准营销方向）,品牌雇主 潜力行业 活力团队 发展空间,经验3-5年,18k-25k,上市公司,旅游
5d43ea5a51eceec5c3084fe0,飞常准,500-2000人,数据分析,2019-08-0213:44:00,上海,硕士,（民航）数据分析师,"六险一金,周末双休,年终奖金,境外旅游",经验3-5年,10k-20k,不需要融资,移动互联网
5d43ea5b51eceec5c3084fe1,亚朵集团,2000人以上,数据分析,2019-08-0214:13:00,上海,本科,数据分析师,氛围好 有前景 下午茶 节日礼物,经验3-5年,20k-30k,不需要融资,"旅游,消费生活"
5d43ea5b51eceec5c3084fe2,众安保险,2000人以上,数据分析,2019-08-0214:19:00,上海,本科,资深数据分析师,"薪资优厚,福利多多,扁平管理=，奖金丰厚",经验5-10年,25k-35k,上市公司,金融
5d43ea5b51eceec5c3084fe3,算话智能科技有限公司,50-150人,数据分析,2019-07-29,上海,本科,大数据分析师,优秀团队、绩效奖金、福利津贴、定期体检,经验1-3年,9k-18k,B轮,"数据服务,移动互联网"
5d43ea5c51eceec5c3084fe4,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-08-0213:27:00,上海,本科,数据分析,纳斯达克上市公司 职位上升空间大,经验1-3年,15k-25k,上市公司,金融
5d43ea5c51eceec5c3084fe5,挖财,500-2000人,数据分析,2019-08-0209:56:00,上海,不限,数据分析师 (MJ001038),带薪年假，员工旅游，五险一金，扁平管理,经验1-3年,15k-25k,D轮及以上,工具
5d43ea5c51eceec5c3084fe6,麦子金服,500-2000人,数据分析,2019-08-0209:20:00,上海,本科,数据分析,"交通便利,领导好,水果提供,餐补",经验3-5年,15k-25k,A轮,金融
5d43ea5c51eceec5c3084fe7,中移上研院,150-500人,数据分析,2019-08-01,上海,本科,数据分析师（金融科技领域）,福利待遇完善,经验3-5年,15k-30k,不需要融资,"人工智能,物联网"
5d43ea5c51eceec5c3084fe8,途虎养车网,2000人以上,数据分析,2019-08-0215:07:00,上海,本科,数据分析师,扁平化管理，大牛带教,经验1-3年,15k-20k,D轮及以上,汽车丨出行
5d43ea5c51eceec5c3084fe9,哔哩哔哩,2000人以上,数据分析,2019-08-01,上海,本科,数据分析师 (MJ001006),六险一金 年终奖 互联网 上市公司,经验3-5年,20k-35k,上市公司,"移动互联网,文娱丨内容"
5d43ea5d51eceec5c3084fea,轻轻家教,2000人以上,数据分析,2019-08-0210:22:00,上海,本科,数据分析师,D轮融资、技术大牛、教育行业,经验1-3年,15k-25k,D轮及以上,"移动互联网,教育"
5d43ea5d51eceec5c3084feb,噗嗤游戏,15-50人,数据分析,2019-07-30,上海,大专,数据分析师,六险一金 氛围好 发展快 项目奖金,经验不限,15k-30k,不需要融资,"游戏,社交"
5d43ea5d51eceec5c3084fec,立震管理咨询,50-150人,数据分析,2019-07-29,上海,本科,数据分析师,新零售行业的发展未来不可限量,经验3-5年,10k-15k,不需要融资,"电商,消费生活"
5d43ea5d51eceec5c3084fed,一面数据,50-150人,数据分析,2019-08-0210:26:00,上海,本科,数据分析师(商业方向，中高级）,大数据人工智能；名校系大牛；技术氛围浓,经验1-3年,10k-20k,A轮,"移动互联网,数据服务"
5d43ea5d51eceec5c3084fee,关爱通,150-500人,数据分析,2019-08-0210:16:00,上海,本科,数据分析师,福利好 假期多,经验3-5年,13k-25k,未融资,"电商,企业服务"
5d43ea5d51eceec5c3084fef,达达-京东到家,2000人以上,数据分析,2019-07-22,上海,本科,数据分析(上海）,带薪年假,经验3-5年,15k-30k,D轮及以上,消费生活
5d43ea5e51eceec5c3084ff0,小回音,15-50人,数据分析,2019-08-01,上海,不限,数据分析师,"弹性工作,节日福利,五险一金,免费晚餐",经验3-5年,10k-20k,未融资,"移动互联网,社交"
5d43ea5e51eceec5c3084ff1,途虎养车网,2000人以上,数据分析,2019-08-0215:07:00,上海,大专,数据分析师,"多次调薪,优秀团队",经验3-5年,15k-30k,D轮及以上,汽车丨出行
5d43ea5e51eceec5c3084ff2,即刻,50-150人,数据分析,2019-07-29,上海,本科,数据分析师,出国outing 办公环境优秀 同事优秀,经验1-3年,12k-20k,C轮,移动互联网
5d43ea5f51eceec5c3084ff3,拼多多,2000人以上,数据分析,2019-07-28,上海,本科,数据分析,"福利待遇好,晋升快,团队氛围好,公司潜力佳",经验5-10年,20k-35k,上市公司,"电商,移动互联网"
5d43ea5f51eceec5c3084ff4,南极电商,150-500人,数据分析,2019-08-01,上海,本科,数据分析师（电商策略方向）,上市公司、知名品牌、发展前景大,经验3-5年,15k-30k,上市公司,"电商,移动互联网"
5d43ea5f51eceec5c3084ff5,乐麦信息技术（杭州）有限公司,500-2000人,数据分析,2019-07-31,上海,本科,数据分析师（应届生）,五险一金、周末双休、带薪年假、节日福利,经验不限,6k-10k,不需要融资,电商
5d43ea5f51eceec5c3084ff6,千寻位置,150-500人,数据分析,2019-08-0211:13:00,上海,本科,数据分析师,阿里+中兵 10天年假 五险一金,经验3-5年,20k-30k,不需要融资,移动互联网
5d43ea5f51eceec5c3084ff7,创略科技,150-500人,数据分析,2019-08-01,上海,本科,大数据分析师,弹性工作,经验3-5年,15k-25k,B轮,"数据服务,广告营销"
5d43ea5f51eceec5c3084ff8,饿了么,2000人以上,数据分析,2019-07-30,上海,本科,数据分析师,福利优厚，弹性工作，平台好,经验3-5年,15k-30k,D轮及以上,消费生活
5d43ea6051eceec5c3084ff9,莉莉丝游戏,150-500人,数据分析,2019-08-0214:31:00,上海,本科,数据分析师,"弹性工作,福利待遇好,工作氛围好",经验1-3年,12k-24k,不需要融资,"移动互联网,游戏"
5d43ea6051eceec5c3084ffa,汇合,2000人以上,数据分析,2019-08-0212:14:00,上海,本科,数据分析岗,双休，五险一金，年终奖，带薪年假,经验3-5年,10k-16k,不需要融资,"企业服务,金融"
5d43ea6051eceec5c3084ffb,眸事网,150-500人,数据分析,2019-08-01,上海,本科,数据分析师,"行业先锋,数据驱动,项目奖金,活力年轻",经验3-5年,8k-12k,天使轮,"移动互联网,企业服务"
5d43ea6051eceec5c3084ffc,中诚信征信,150-500人,数据分析,2019-08-0214:46:00,上海,硕士,数据分析师（风控建模方向-上海）,"行业领导者,弹性工作制,周五7小时,扁平化管理",经验1-3年,15k-30k,不需要融资,"数据服务,人工智能"
5d43ea6051eceec5c3084ffd,盛付通,150-500人,数据分析,2019-08-0209:47:00,上海,本科,数据分析师,"工作氛围好,福利待遇好,弹性工作",经验3-5年,10k-20k,不需要融资,"移动互联网,金融"
5d43ea6051eceec5c3084ffe,虎扑,150-500人,数据分析,2019-08-0209:38:00,上海,本科,数据分析师,发展前景,经验3-5年,20k-30k,D轮及以上,"移动互联网,文娱丨内容"
5d43ea6151eceec5c3084fff,拉卡拉云商网络有限公司,500-2000人,数据分析,2019-08-0209:24:00,上海,本科,数据分析师（报表方向）,大型金融互联网 第三方支付 行业领先,经验1-3年,12k-20k,不需要融资,"电商,金融"
5d43ea6351eceec5c3085000,平安人寿,2000人以上,数据分析,2019-08-01,上海,本科,0222OQ-数据分析师,"五险一金,带薪年假,定期体检,免费班车",经验1-3年,15k-30k,上市公司,金融
5d43ea6351eceec5c3085001,仁辉科技,50-150人,数据分析,2019-08-0213:42:00,上海,本科,数据分析师,"上市背景,发展潜力大,薪酬福利佳,领导好",经验3-5年,13k-20k,不需要融资,金融
5d43ea6351eceec5c3085002,鸿研物流,150-500人,数据分析,2019-07-30,上海,本科,数据分析师,大牛带队 项目奖励 组织扁平,经验3-5年,20k-25k,C轮,消费生活
5d43ea6351eceec5c3085003,平安金服,2000人以上,数据分析,2019-08-01,上海,本科,12217U-数据分析岗,"五险一金,绩效奖金,带薪年假,定期体检",经验3-5年,10k-15k,上市公司,金融
5d43ea6351eceec5c3085004,Know Yourself,50-150人,数据分析,2019-08-0210:46:00,上海,本科,数据分析,"五险一金,扁平化管理,弹性工作,交通便利",经验1-3年,8k-15k,A轮,"教育,社交"
5d43ea6351eceec5c3085005,至数,15-50人,数据分析,2019-08-0209:16:00,上海,大专,数据分析师,发展前景好,经验1-3年,5k-10k,A轮,"数据服务,硬件"
5d43ea6451eceec5c3085006,海万科技,500-2000人,数据分析,2019-08-0215:26:00,上海,本科,数据分析工程师,"节日礼金,体检旅游,年底双薪,带薪年假",经验3-5年,10k-18k,不需要融资,"移动互联网,金融"
5d43ea6451eceec5c3085007,高灯科技,500-2000人,数据分析,2019-08-0214:07:00,上海,本科,数据分析师（上海）,"腾讯系,职位晋升,年终奖丰富，15薪",经验3-5年,15k-20k,A轮,"移动互联网,电商"
5d43ea6451eceec5c3085008,ZRobot,50-150人,数据分析,2019-08-0211:15:00,上海,本科,数据分析师,"五险一金,补充医疗,节日福利,带薪年假",经验3-5年,15k-30k,未融资,"数据服务,企业服务"
5d43ea6451eceec5c3085009,虎扑,150-500人,数据分析,2019-08-0209:38:00,上海,本科,数据分析师（小回音APP）,"弹性工作,节日福利,五险一金,免费晚餐",经验3-5年,10k-20k,D轮及以上,"移动互联网,文娱丨内容"
5d43ea6451eceec5c308500a,简书,50-150人,数据分析,2019-07-24,上海,本科,数据分析师,大牛团队，自由度高，弹性工作，福利多多,经验1年以下,8k-12k,B轮,"移动互联网,文娱丨内容"
5d43ea6451eceec5c308500b,番糖游戏,50-150人,数据分析,2019-08-0215:00:00,上海,本科,数据分析师,"年底双薪,员工旅游,员工体检,餐补车补",经验1-3年,8k-16k,未融资,游戏
5d43ea6551eceec5c308500c,拼多多,2000人以上,数据分析,2019-07-28,上海,硕士,数据分析师,上升空间大，成长迅速，平台好，薪酬待遇高,经验1-3年,20k-40k,上市公司,"电商,移动互联网"
5d43ea6551eceec5c308500d,艾天科技,15-50人,数据分析,2019-08-01,上海,不限,数据分析师,"平台好,环境好,氛围好,机会多",经验3-5年,10k-20k,不需要融资,"企业服务,数据服务"
5d43ea6551eceec5c308500e,字节跳动,2000人以上,数据分析,2019-08-01,上海,本科,数据分析师,六险一金，弹性工作，免费三餐，餐补,经验1-3年,15k-30k,C轮,文娱丨内容
5d43ea6651eceec5c308500f,拼多多,2000人以上,数据分析,2019-07-28,上海,本科,数据分析师,GMV2600亿，活跃用户3亿,经验不限,15k-30k,上市公司,"电商,移动互联网"
5d43ea6651eceec5c3085010,返利网,500-2000人,数据分析,2019-08-01,上海,本科,数据分析师,"福利待遇好,工作环境优,六险一金",经验1-3年,10k-20k,C轮,电商
5d43ea6651eceec5c3085011,Hypers,50-150人,数据分析,2019-08-0209:54:00,上海,本科,数据分析师,"六险一金,定期体检,员工旅游,地铁周边",经验1-3年,8k-16k,上市公司,移动互联网
5d43ea6651eceec5c3085012,GeexFinance,150-500人,数据分析,2019-07-25,上海,本科,数据分析师,"大牛云集,团建,五险一金",经验1-3年,10k-15k,A轮,金融
5d43ea6651eceec5c3085013,圆通,2000人以上,数据分析,2019-08-0211:16:00,上海,本科,数据分析工程师,大平台，福利佳，上市公司,经验1-3年,12k-20k,上市公司,物流丨运输
5d43ea6751eceec5c3085014,驰骛科技ChiefClouds,50-150人,数据分析,2019-08-0211:03:00,上海,本科,数据分析师（数据运营）,五险一金补充商保免费零食免费晚餐年度体检,经验3-5年,10k-20k,A轮,"数据服务,移动互联网"
5d43ea6751eceec5c3085015,百融云创,500-2000人,数据分析,2019-08-0210:24:00,上海,本科,数据分析师,"年底双薪,绩效奖金,补充医疗",经验3-5年,15k-30k,C轮,金融
5d43ea6751eceec5c3085016,Target Social,50-150人,数据分析,2019-08-01,上海,本科,数据分析师,发展空间大，项目多，福利丰富,经验3-5年,10k-20k,B轮,"移动互联网,数据服务"
5d43ea6851eceec5c3085017,平安人寿,2000人以上,数据分析,2019-08-01,上海,本科,0222U8-数据分析岗,"五险一金,带薪年假,定期体检,免费班车",经验1-3年,15k-30k,上市公司,金融
5d43ea6851eceec5c3085018,美至科技,50-150人,数据分析,2019-08-0215:19:00,上海,本科,数据分析师,"团队氛围好,挑战与学习,办公环境好",经验1-3年,15k-20k,A轮,"移动互联网,消费生活"
5d43ea6851eceec5c3085019,字节跳动,2000人以上,数据分析,2019-08-0212:00:00,上海,本科,数据分析师,六险一金，餐补，租房补贴，带薪休假,经验3-5年,8k-15k,C轮,文娱丨内容
5d43ea6851eceec5c308501a,DataStory,150-500人,数据分析,2019-08-0210:36:00,上海,本科,数据分析师,五险一金 周末双休 扁平管理,经验1-3年,10k-20k,B轮,数据服务
5d43ea6851eceec5c308501b,萨摩耶金服,150-500人,数据分析,2019-08-0209:50:00,上海,本科,数据分析师,"晋升快,氛围好,商业医疗险,补充公积金",经验1-3年,13k-25k,C轮,金融
5d43ea6851eceec5c308501c,Oriente,500-2000人,数据分析,2019-07-31,上海,本科,数据分析师,"弹性工作,绩效奖金,股票期权,福利津贴",经验3-5年,15k-25k,B轮,"移动互联网,金融"
5d43ea6951eceec5c308501d,V8实拍,150-500人,数据分析,2019-07-23,上海,本科,数据分析师,补充商业保险 房补 免费三餐,经验1-3年,20k-40k,B轮,移动互联网
5d43ea6b51eceec5c308501e,驰骛科技ChiefClouds,50-150人,数据分析,2019-08-0211:03:00,上海,本科,数据分析与运营,员工餐 年度体检 免费零食 不打卡,经验3-5年,6k-10k,A轮,"数据服务,移动互联网"
5d43ea6b51eceec5c308501f,字节跳动,2000人以上,数据分析,2019-08-0212:00:00,上海,本科,数据分析师,15薪+1000餐补/月1000房补/月,经验1-3年,15k-30k,C轮,文娱丨内容
5d43ea6b51eceec5c3085020,萨摩耶金服,150-500人,数据分析,2019-08-0209:50:00,上海,本科,数据分析师,"精英团队,弹性工作,工作氛围好",经验1-3年,10k-20k,C轮,金融
5d43ea6b51eceec5c3085021,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-07-29,上海,本科,数据分析师（极融） (MJ000671),弹性工作 丰厚年底奖金,经验1年以下,15k-20k,上市公司,金融
5d43ea6b51eceec5c3085022,携程,2000人以上,数据分析,2019-08-0214:25:00,上海,本科,数据分析师,技术大牛群集，年度旅游，晋升机会,经验1-3年,15k-25k,上市公司,旅游
5d43ea6c51eceec5c3085023,流利说®,2000人以上,数据分析,2019-08-0212:06:00,上海,不限,数据分析师,美股上市 人工智能 不打卡 硅谷文化,经验3-5年,20k-35k,上市公司,教育
5d43ea6c51eceec5c3085024,趣头条,500-2000人,数据分析,2019-08-0210:10:00,上海,本科,数据分析师,薪资待遇好，全年基本上15薪以上。,经验3-5年,20k-40k,上市公司,文娱丨内容
5d43ea6c51eceec5c3085025,招商银行—出行易,150-500人,数据分析,2019-08-0209:33:00,上海,本科,数据分析工程师,带薪年假，节日补贴，高低温补，,经验3-5年,15k-25k,不需要融资,电商
5d43ea6c51eceec5c3085026,GeexFinance,150-500人,数据分析,2019-07-25,上海,本科,数据分析师,高速发展 精英团队 大牛带路,经验3-5年,15k-25k,A轮,金融
5d43ea6c51eceec5c3085027,哈啰出行,2000人以上,数据分析,2019-07-16,上海,不限,数据分析师 (MJ003207),互联网公司 弹性工作 领导好,经验不限,15k-25k,D轮及以上,"移动互联网,硬件"
