_id,cid,关键词,其他信息,发布时间,弹幕,标题
5d3ebc11dd389323d55a13cb,84682646,蔡徐坤,"177.80600,1,25,16777215,1564066197,0,255038ca,19358821932072960",2019-04-05 14:11:46,季建峰,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13cc,84682646,蔡徐坤,"13.01000,1,25,16777215,1564066667,0,46f3d0b4,19359068544565248",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13cd,84682646,蔡徐坤,"43.38900,1,25,16777215,1564066697,0,46f3d0b4,19359083959681024",2019-04-05 14:11:46,失败,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ce,84682646,蔡徐坤,"14.66600,1,25,16777215,1564066761,0,156e4037,19359117489995778",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13cf,84682646,蔡徐坤,"66.10700,1,25,16777215,1564066812,0,156e4037,19359144402747394",2019-04-05 14:11:46,chicken,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d0,84682646,蔡徐坤,"160.81300,1,25,16777215,1564066876,0,156e4037,19359177852846080",2019-04-05 14:11:46,小jj,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d1,84682646,蔡徐坤,"71.38100,1,25,16777215,1564068549,0,fc9df8b0,19360055138189314",2019-04-05 14:11:46,白帯异常,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d2,84682646,蔡徐坤,"126.50500,1,25,16777215,1564073924,0,bd947d1f,19362873017368578",2019-04-05 14:11:46,万恶的弹幕啊,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d3,84682646,蔡徐坤,"193.29700,1,25,16777215,1564100472,0,2ae6610d,19376791702470656",2019-04-05 14:11:46,挑战成功,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d4,84682646,蔡徐坤,"110.63200,1,25,16777215,1564105566,0,a161daeb,19379462590169088",2019-04-05 14:11:46,暂停成功！,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d5,84682646,蔡徐坤,"12.60100,1,25,16707842,1564109632,0,83b3b5fb,19381594219872256",2019-04-05 14:11:46,优秀,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d6,84682646,蔡徐坤,"169.94200,1,25,16777215,1564112921,0,20d17f96,19383318919774208",2019-04-05 14:11:46,帕金森,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d7,84682646,蔡徐坤,"85.62900,1,25,16777215,1564113358,0,24458126,19383547837546496",2019-04-05 14:11:46,吐了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d8,84682646,蔡徐坤,"33.80900,1,25,16777215,1564117879,0,fe71a6a0,19385918160371716",2019-04-05 14:11:46,网卡,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13d9,84682646,蔡徐坤,"76.76100,1,25,16777215,1564117922,0,fe71a6a0,19385940786544640",2019-04-05 14:11:46,华为p30白买了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13da,84682646,蔡徐坤,"118.50900,1,25,16777215,1564117964,0,fe71a6a0,19385962673995778",2019-04-05 14:11:46,i3玩gta5,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13db,84682646,蔡徐坤,"19.22500,1,25,16777215,1564118031,0,9b3a8f26,19385998003666944",2019-04-05 14:11:46,没错你卡了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13dc,84682646,蔡徐坤,"60.95100,1,25,16777215,1564118042,0,78250fc5,19386003667550212",2019-04-05 14:11:46,鬼畜,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13dd,84682646,蔡徐坤,"31.13700,1,25,16777215,1564119299,0,23692d1c,19386662392954884",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13de,84682646,蔡徐坤,"54.95600,1,25,16777215,1564122597,0,edc20a7e,19388391550877700",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13df,84682646,蔡徐坤,"70.24500,1,25,16777215,1564123375,0,16ac546b,19388799865847808",2019-04-05 14:11:46,粗鄙之语x999999,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e0,84682646,蔡徐坤,"101.92200,1,25,16777215,1564123407,0,16ac546b,19388816480010240",2019-04-05 14:11:46,.你个大星星x999,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e1,84682646,蔡徐坤,"79.78800,1,25,16777215,1564126518,0,644e79b0,19390447688351744",2019-04-05 14:11:46,0.75要笑死了哈哈哈哈哈哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e2,84682646,蔡徐坤,"110.41800,1,25,16777215,1564135579,0,d940cd4f,19395198307008512",2019-04-05 14:11:46,这女人竟然该死的甜美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e3,84682646,蔡徐坤,"15.37500,1,18,15658734,1564135770,0,8b94b7e2,19395298310750210",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e4,84682646,蔡徐坤,"107.53800,1,25,16777215,1564136571,0,66e2bbb1,19395717978128386",2019-04-05 14:11:46,哈哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e5,84682646,蔡徐坤,"182.34600,1,25,16777215,1564136939,0,cb6eefe7,19395911239598080",2019-04-05 14:11:46,不行我忍不住了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e6,84682646,蔡徐坤,"193.10600,1,25,16777215,1564136957,0,cb6eefe7,19395920645849088",2019-04-05 14:11:46,鲲鲲辛苦了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e7,84682646,蔡徐坤,"5.28000,1,25,16777215,1564138598,0,472ca5b6,19396780690505732",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e8,84682646,蔡徐坤,"109.18100,1,25,16777215,1564140471,0,b56aa670,19397762781020164",2019-04-05 14:11:46,二倍速要笑死了哈哈哈哈哈哈hhh,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13e9,84682646,蔡徐坤,"46.05400,1,25,16777215,1564141407,0,6d9860f8,19398253687603204",2019-04-05 14:11:46,内心毫无波澜,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ea,84682646,蔡徐坤,"45.53800,1,25,16777215,1564141965,0,9c7fc9af,19398546090885122",2019-04-05 14:11:46,2倍速新世界,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13eb,84682646,蔡徐坤,"56.42100,1,25,16777215,1564143169,0,53f9c450,19399177186836482",2019-04-05 14:11:46,蠢蠢欲动,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ec,84682646,蔡徐坤,"58.90100,1,25,16777215,1564143175,0,53f9c450,19399180366118914",2019-04-05 14:11:46,蠢蠢欲动,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ed,84682646,蔡徐坤,"169.59900,1,25,16777215,1564143250,0,53f9c450,19399220004913154",2019-04-05 14:11:46,哎呦，我给我笑疯了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ee,84682646,蔡徐坤,"105.16900,1,25,16777215,1564144978,0,1866073f,19400125949411332",2019-04-05 14:11:46,掉帧严重，已自动关闭智能防挡字幕,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ef,84682646,蔡徐坤,"186.48000,1,25,16777215,1564145043,0,1866073f,19400159736102912",2019-04-05 14:11:46,我帧掉光了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f0,84682646,蔡徐坤,"62.32500,1,25,16777215,1564145485,0,696f3347,19400391907082244",2019-04-05 14:11:46,0.5别跑,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f1,84682646,蔡徐坤,"8.00000,1,25,16777215,1564146296,0,1cb4aaed,19400816905420800",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f2,84682646,蔡徐坤,"4.78000,1,25,16777215,1564146302,0,1cb4aaed,19400819921125376",2019-04-05 14:11:46,来了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f3,84682646,蔡徐坤,"64.03800,1,25,16777215,1564146559,0,31daa6a3,19400954752270336",2019-04-05 14:11:46,我没有感情,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f4,84682646,蔡徐坤,"80.99900,1,25,16777215,1564146584,0,31daa6a3,19400967693271044",2019-04-05 14:11:46,没有一点感觉,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f5,84682646,蔡徐坤,"11.28000,1,25,16777215,1564146740,0,4470b975,19401049775800320",2019-04-05 14:11:46,好可怕,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f6,84682646,蔡徐坤,"28.77700,1,25,16777215,1564147172,0,10ba54c9,19401276082618372",2019-04-05 14:11:46,失败了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f7,84682646,蔡徐坤,"88.03900,1,25,16777215,1564147243,0,10ba54c9,19401313278754820",2019-04-05 14:11:46,2倍把我笑趴下,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f8,84682646,蔡徐坤,"19.16700,1,25,16777215,1564148866,0,20cceca,19402164042465280",2019-04-05 14:11:46,这个小姐姐好漂亮,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13f9,84682646,蔡徐坤,"7.85600,1,25,16777215,1564149184,0,a9544326,19402330933297154",2019-04-05 14:11:46,来了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13fa,84682646,蔡徐坤,"18.97000,1,25,16777215,1564149195,0,a9544326,19402336751845376",2019-04-05 14:11:46,我卡了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13fb,84682646,蔡徐坤,"30.68500,1,25,16777215,1564149207,0,a9544326,19402342892830720",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13fc,84682646,蔡徐坤,"39.72600,1,25,16777215,1564149216,0,a9544326,19402347622432770",2019-04-05 14:11:46,笑死,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13fd,84682646,蔡徐坤,"71.57500,1,25,16777215,1564149248,0,a9544326,19402364318908418",2019-04-05 14:11:46,哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13fe,84682646,蔡徐坤,"90.96400,1,25,16777215,1564149267,0,a9544326,19402374487998468",2019-04-05 14:11:46,我发现我发JNTM会被限制次数,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a13ff,84682646,蔡徐坤,"74.24300,1,25,16777215,1564151479,0,dc25db6b,19403534101381122",2019-04-05 14:11:46,0.5倍听这个RAP，xswl,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1400,84682646,蔡徐坤,"23.96100,1,25,16777215,1564151763,0,154224a9,19403683072049156",2019-04-05 14:11:46,啊哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1401,84682646,蔡徐坤,"192.29200,1,25,16777215,1564151895,0,dc25db6b,19403752476246016",2019-04-05 14:11:46,0.5,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1402,84682646,蔡徐坤,"10.49900,1,25,16777215,1564153388,0,8e758840,19404535383457796",2019-04-05 14:11:46,是真的恶心,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1403,84682646,蔡徐坤,"120.43800,1,25,16777215,1564153749,0,e584ef0a,19404724151255040",2019-04-05 14:11:46,啦啦啦啦,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1404,84682646,蔡徐坤,"16.05300,1,25,16777215,1564153782,0,c9c59ab8,19404741654085636",2019-04-05 14:11:46,鸡太卡,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1405,84682646,蔡徐坤,"22.55300,1,25,16777215,1564153798,0,c9c59ab8,19404749829308416",2019-04-05 14:11:46,鸡你太卡,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1406,84682646,蔡徐坤,"48.95800,1,25,16777215,1564153944,0,969c0e3e,19404826609188864",2019-04-05 14:11:46,弟弟行为,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1407,84682646,蔡徐坤,"19.15800,1,25,16707842,1564158279,0,9196bc0,19407099154399234",2019-04-05 14:11:46,充钱警告,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1408,84682646,蔡徐坤,"36.11800,1,25,16707842,1564158315,0,9196bc0,19407118172422144",2019-04-05 14:11:46,不行，我手机不够钱,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1409,84682646,蔡徐坤,"76.11800,1,25,16707842,1564158373,0,9196bc0,19407148683362308",2019-04-05 14:11:46,马化腾，我跟你拼了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140a,84682646,蔡徐坤,"55.77900,5,25,16646914,1564158885,0,fb25355,19407417307561986",2019-04-05 14:11:46,羊癫疯发作,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140b,84682646,蔡徐坤,"93.80100,5,25,16646914,1564159047,0,fb25355,19407502092271620",2019-04-05 14:11:46,猴子捞月,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140c,84682646,蔡徐坤,"80.83100,5,25,16646914,1564159104,0,fb25355,19407531891752960",2019-04-05 14:11:46,卧槽笑死,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140d,84682646,蔡徐坤,"121.75400,5,25,16646914,1564159174,0,fb25355,19407568446685184",2019-04-05 14:11:46,吸星大法,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140e,84682646,蔡徐坤,"171.61100,5,25,16646914,1564159223,0,fb25355,19407594567761922",2019-04-05 14:11:46,不好意思脖子断了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a140f,84682646,蔡徐坤,"41.40800,5,25,16646914,1564160192,0,fb25355,19408102175539200",2019-04-05 14:11:46,狂犬病发作,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1410,84682646,蔡徐坤,"90.86300,5,25,16646914,1564160775,0,fb25355,19408408177803266",2019-04-05 14:11:46,19个观看66,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1411,84682646,蔡徐坤,"45.65800,1,25,16777215,1564161024,0,8030f213,19408538723418116",2019-04-05 14:11:46,挑战失败,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1412,84682646,蔡徐坤,"79.49300,1,25,16777215,1564161063,0,8030f213,19408559043772420",2019-04-05 14:11:46,二倍速的都是魔鬼,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1413,84682646,蔡徐坤,"190.85500,1,25,16646914,1564161140,0,8030f213,19408599397695490",2019-04-05 14:11:46,你别过来啊！,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1414,84682646,蔡徐坤,"44.22000,1,25,16777215,1564163942,0,289050c4,19410068521877506",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1415,84682646,蔡徐坤,"55.50200,1,25,16777215,1564170132,0,4c12306f,19413313838383104",2019-04-05 14:11:46,律师函警告,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1416,84682646,蔡徐坤,"183.85800,1,25,16777215,1564170260,0,4c12306f,19413381075173378",2019-04-05 14:11:46,哈哈哈哈哈   笑死 法院见,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1417,84682646,蔡徐坤,"128.96400,1,25,16777215,1564186794,0,cf2857e0,19422049583759360",2019-04-05 14:11:46,0.5,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1418,84682646,蔡徐坤,"25.42900,1,25,16777215,1564192016,0,9f3b64c6,19424787333382144",2019-04-05 14:11:46,哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1419,84682646,蔡徐坤,"90.82600,1,25,16777215,1564192090,0,9f3b64c6,19424826071973890",2019-04-05 14:11:46,鬼畜,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141a,84682646,蔡徐坤,"23.92100,1,25,16777215,1564193111,0,6f7b44cb,19425361636360192",2019-04-05 14:11:46,挑战失败哈哈哈哈哈哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141b,84682646,蔡徐坤,"29.70100,1,25,16777215,1564193125,0,6f7b44cb,19425368476745730",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141c,84682646,蔡徐坤,"42.84000,1,25,16777215,1564196897,0,4a0f2874,19427346202230788",2019-04-05 14:11:46,|,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141d,84682646,蔡徐坤,"37.48200,1,25,16777215,1564197065,0,bbf98b2e,19427434612391936",2019-04-05 14:11:46,亚洲明星操打球,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141e,84682646,蔡徐坤,"59.38700,1,25,16777215,1564197096,0,bbf98b2e,19427450808172544",2019-04-05 14:11:46,记你太卡,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a141f,84682646,蔡徐坤,"69.65700,1,25,16777215,1564197142,0,bbf98b2e,19427474569953280",2019-04-05 14:11:46,我是察除申,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1420,84682646,蔡徐坤,"14.00200,1,25,16777215,1564198040,0,c9603ff,19427945558835200",2019-04-05 14:11:46,开场这个bgm就把我笑死了,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1421,84682646,蔡徐坤,"105.98100,1,25,16777215,1564199057,0,a6b7644d,19428478709923840",2019-04-05 14:11:46,蔡徐坤无响应，是否将其关闭？,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1422,84682646,蔡徐坤,"190.48100,1,25,16777215,1564199164,0,a6b7644d,19428535168401410",2019-04-05 14:11:46,很抱歉，蔡徐坤已停止运行,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1423,84682646,蔡徐坤,"7.93500,1,25,16777215,1564200129,0,547227b7,19429041042882562",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1424,84682646,蔡徐坤,"59.65200,1,25,16777215,1564200185,0,547227b7,19429069952122884",2019-04-05 14:11:46,0.5  新世界,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1425,84682646,蔡徐坤,"49.36200,1,25,16777215,1564206173,0,74cc9c3a,19432209497718784",2019-04-05 14:11:46,对不起挑战失败,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1426,84682646,蔡徐坤,"53.95800,5,25,15138834,1564206523,0,ad558c54,19432393411657730",2019-04-05 14:11:46,两倍新世界,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1427,84682646,蔡徐坤,"76.87900,5,25,15138834,1564206564,0,ad558c54,19432414404149250",2019-04-05 14:11:46,尝试一下0.5倍速,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1428,84682646,蔡徐坤,"19.79300,1,25,16777215,1564207057,0,86779a8b,19432673326399492",2019-04-05 14:11:46,蔡虚鲲,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1429,84682646,蔡徐坤,"89.03100,1,25,16777215,1564207660,0,9196bc0,19432989189472258",2019-04-05 14:11:46,骁龙855,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142a,84682646,蔡徐坤,"29.26100,1,25,16777215,1564210371,0,79953e4f,19434410355982338",2019-04-05 14:11:46,鸡你太美~~~,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142b,84682646,蔡徐坤,"35.40100,1,25,16777215,1564210408,0,79953e4f,19434430159388672",2019-04-05 14:11:46,鸡你实在是太美~~~,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142c,84682646,蔡徐坤,"102.47400,1,25,15138834,1564211006,0,c2b6b37e,19434743352262660",2019-04-05 14:11:46,建议开0.5倍，会有意想不到的收获。,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142d,84682646,蔡徐坤,"60.75000,5,25,16776960,1564214881,0,671cb37d,19436774971932672",2019-04-05 14:11:46,0.5倍新世界,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142e,84682646,蔡徐坤,"133.90600,4,18,16776960,1564215039,0,671cb37d,19436858111426564",2019-04-05 14:11:46,看不到我,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a142f,84682646,蔡徐坤,"81.13800,1,25,16777215,1564217957,0,18ea8bab,19438388094959616",2019-04-05 14:11:46,二倍真的舒适,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1430,84682646,蔡徐坤,"27.29000,1,25,16777215,1564218899,0,dbd24b0e,19438881567408128",2019-04-05 14:11:46,当前FPS：12,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1431,84682646,蔡徐坤,"163.28600,1,25,16777215,1564220970,0,e7760924,19439967450169344",2019-04-05 14:11:46,0.5才是最搞笑的，不信自己看,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1432,84682646,蔡徐坤,"22.18500,1,25,16777215,1564224392,0,20bbb187,19441761395408898",2019-04-05 14:11:46,高帧视频,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1433,84682646,蔡徐坤,"54.56700,5,25,15138834,1564227090,0,a917c6e2,19443176276754432",2019-04-05 14:11:46,等我有钱了一定要买一个不卡的手机,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1434,84682646,蔡徐坤,"102.23200,5,25,15138834,1564227148,0,a917c6e2,19443206671826946",2019-04-05 14:11:46,0.5新世界,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1435,84682646,蔡徐坤,"112.52900,1,25,16777215,1564227968,0,d4ca37c4,19443636344717312",2019-04-05 14:11:46,二倍,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1436,84682646,蔡徐坤,"18.10500,1,25,16777215,1564236539,0,11e63ce8,19448130013495298",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1437,84682646,蔡徐坤,"96.68900,1,25,16777215,1564239170,0,693e4848,19449509668978690",2019-04-05 14:11:46,What a beautiful chicken,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1438,84682646,蔡徐坤,"39.97600,1,25,15138834,1564241035,0,4653d406,19450487364386818",2019-04-05 14:11:46,挑战失败,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1439,84682646,蔡徐坤,"118.48200,1,25,16777215,1564244911,0,4a751265,19452519294435330",2019-04-05 14:11:46,弹幕呢,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143a,84682646,蔡徐坤,"52.37000,1,25,16777215,1564248106,0,fce38772,19454194506268676",2019-04-05 14:11:46,挑战失败,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143b,84682646,蔡徐坤,"12.91800,1,25,16777215,1564251400,0,7cb593da,19455921558650884",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143c,84682646,蔡徐坤,"18.59800,1,25,16777215,1564251424,0,7cb593da,19455934210244610",2019-04-05 14:11:46,鲲鲲太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143d,84682646,蔡徐坤,"73.93900,1,25,16777215,1564251477,0,7cb593da,19455961987022850",2019-04-05 14:11:46,哈哈哈哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143e,84682646,蔡徐坤,"174.58700,1,25,16777215,1564251586,0,7cb593da,19456019101908992",2019-04-05 14:11:46,哈哈哈哈哈哈哈哈哈哈,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a143f,84682646,蔡徐坤,"24.14400,1,25,16777215,1564272165,0,aa351d17,19466808243781634",2019-04-05 14:11:46,鸡你太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1440,84682646,蔡徐坤,"13.74700,1,25,16777215,1564275723,0,36cf1d73,19468674100363264",2019-04-05 14:11:46,0.5已笑抽,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1441,84682646,蔡徐坤,"47.92100,1,25,16777215,1564281621,0,37a2ecb2,19471766178496512",2019-04-05 14:11:46,我只是手机卡了而已,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1442,84682646,蔡徐坤,"10.75800,1,25,16777215,1564285419,0,ae09908a,19473757493002240",2019-04-05 14:11:46,菜虚困,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1443,84682646,蔡徐坤,"31.75300,1,25,16777215,1564285440,0,ae09908a,19473768486273024",2019-04-05 14:11:46,基尼太美,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1444,84682646,蔡徐坤,"70.59200,1,25,16777215,1564286059,0,3014709d,19474093081362432",2019-04-05 14:11:46,我这是红魔怎么还卡？,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1445,84682646,蔡徐坤,"22.27800,1,25,16777215,1564288580,0,b8b9dc3c,19475414555557888",2019-04-05 14:11:46,抱歉一看到他就想笑,【蔡徐坤】能坚持看完！不笑抽了不算！
5d3ebc11dd389323d55a1446,84682646,蔡徐坤,"1.58400,1,25,16777215,1564289452,0,66a255b5,19475871839551492",2019-04-05 14:11:46,癫痫王者鲲鲲,【蔡徐坤】能坚持看完！不笑抽了不算！
