ISBN,_id,丛书,作者,关键词,出品方,出版年,出版社,分类,副标题,原作名,名称,定价,装帧,评分,评论人数,译者,页数
9787559627261,5d43b2f751eceec5c308010b,100：科幻之书,[美]库尔特·冯内古特等,科幻,未读,2018-11,北京联合出版公司,书籍,100：科幻之书,TheBigBookofScienceFiction,II异站,79.80,平装,8.9,84.0,姚向辉等,528
9787536469150,5d43b2f751eceec5c308010c,世界科幻大师丛书,(日)神林长平,科幻,科幻世界,2010年03月,四川科学技术出版社,书籍,世界科幻大师丛书,,棱镜,20.00元,平装,7.7,206.0,丁丁虫,240
9787530657379,5d43b2f751eceec5c308010d,科幻文学馆,郑军,科幻,,2011-1,百花文艺出版社,书籍,世界科幻文学简史,,第五类接触,35.00元,平装,8.1,102.0,,280
9787313125415,5d43b2f851eceec5c308010e,ISIS文库,[英]亨利•吉编,科幻,,2015-2,上海交通大学出版社,书籍,,,Nature杂志科幻小说选集,38.00元,平装,6.6,140.0,穆蕴秋,263
9787544768399,5d43b2f851eceec5c308010f,牛津通识读本,[英]戴维·锡德,科幻,,2017-7,译林出版社,书籍,,ScienceFiction,科幻作品,32.00,,7.7,156.0,邵志军,151（中）+135（英）
9787539710570,5d43b2f851eceec5c3080110,世界科幻名著文库,(英)阿瑟·克拉克,科幻,,1992年7月,安徽少年儿童出版社,书籍,世界科幻名著文库,,2001-太空探险,3.80,平装,9.1,30.0,谭允基,255
9787547719053,5d43b2f851eceec5c3080111,,拉兹三丰主编,科幻,,2015-11,北京日报出版社,书籍,首届坐标奖获奖作品集,,中国科幻年度坐标,45,平装,8.9,56.0,,416
9787536464421,5d43b2f851eceec5c3080112,世界科幻大师丛书,(美)弗诺·文奇,科幻,科幻世界,2009-3,四川科学技术出版社,书籍,世界科幻大师丛书,ThePeaceWar(1984),为和平而战,19.00元,平装,7.8,366.0,曾真,296
9787501138357,5d43b2f851eceec5c3080113,科幻世界佳作系列,韩松,科幻,科幻世界,1998,新华出版社,书籍,科幻世界佳作系列,,宇宙墓碑,16,平装,8.3,334.0,,318
9787513317641,5d43b2f851eceec5c3080114,幻象文库,奥森·斯科特·卡德编,科幻,,2015,新星出版社,书籍,二十世纪最佳科幻小说选,Masterpieces,大师的盛宴,45,平装,8.4,164.0,姚向辉等,
9787519219512,5d43b2f851eceec5c3080115,,电子骑士,科幻,,2017-4,世界图书出版公司,书籍,,,银河系科幻电影指南,52.00元,平装,7.8,93.0,,352
9787508696034,5d43b2f851eceec5c3080116,作家榜经典文库,[法]儒勒·凡尔纳,科幻,大星文化,2018-11,中信出版社,书籍,译者获傅雷翻译奖！2018未删节插图珍藏版，《三体》作者推荐，激发孩子想象力的科幻经典）作家榜经典文库,Vingtmillelieuessouslesmers,海底两万里,59.80元,精装,9.2,114.0,金桔芳,516
9787539707914,5d43b2f851eceec5c3080117,世界科幻名著文库,(英)雪莱夫人,科幻,,1992,安徽少年儿童出版社,书籍,世界科幻名著文库,,科学怪人,3.80,平装,8.5,93.0,艾莹等,305
9787539634371,5d43b2f851eceec5c3080118,西方科幻经典文论译丛,,科幻,,2011-11,安徽文艺出版社,书籍,,AsimovonScienceFiction,阿西莫夫论科幻小说,39.00元,平装,8.3,96.0,涂明求,342
9787536471481,5d43b2f851eceec5c3080119,世界科幻大师丛书,(法)塞尔日·布鲁梭罗,科幻,科幻世界,2011-3,四川科学技术出版社,书籍,世界科幻大师丛书,,猎梦人,16.00元,平装,8.1,426.0,肖晓丹,180页
9787538736755,5d43b2f851eceec5c308011a,王晋康科幻小说精选集,,科幻,,2011-8,时代文艺出版社,书籍,王晋康科幻小说精选集.2,,替天行道,26.80元,平装,7.3,347.0,,269
9787544713016,5d43b2f851eceec5c308011b,凤凰文库·马克思主义研究系列,[美]弗里德里克•詹姆逊,科幻,,2014-5,译林出版社,书籍,乌托邦欲望及其他科幻小说,ArchaeologiesofTheFuture,未来考古学,58.00,平装,8.3,97.0,吴静,582
9782200113421,5d43b2fa51eceec5c308011c,少年科幻小说大奖书系,（英）H.G.威尔斯,科幻,未来事务管理局,2019-6-1,化学工业出版社,书籍,,,少年科幻小说大奖书系（套装4册）,180,平装,9.6,71.0,穆童,
9787536482159,5d43b2fa51eceec5c308011d,科幻世界·中国科幻基石丛书,阿缺,科幻,科幻世界,2015-10,四川科学技术出版社,书籍,阿缺中短篇科幻小说选,,与机器人同行,32.00元,平装,8.3,139.0,,387
9787539798370,5d43b2fa51eceec5c308011e,星新一少年科幻系列,[日]星新一,科幻,,2019-1,安徽少年儿童出版社,书籍,情感电视机,,星新一少年科幻系列,22.00元,平装,8.5,36.0,李重民,168
9787536474581,5d43b2fb51eceec5c308011f,科幻世界·中国科幻基石丛书,,科幻,科幻世界,2012-8,四川科学技术出版社,书籍,燕垒生科幻佳作选,,瘟疫,26.00元,平装,7.6,169.0,,325
9787530674420,5d43b2fb51eceec5c3080120,科幻文学馆,[英]爱德华·詹姆斯,科幻,,2018-3,百花文艺出版社,书籍,,TheCambridgeCompaniontoScienceFiction,剑桥科幻文学史,,,6.6,32.0,穆从军,493
9787539634456,5d43b2fb51eceec5c3080121,西方科幻经典文论译丛,(加)达科·苏恩文,科幻,,2011-11,安徽文艺出版社,书籍,科幻小说的诗学和文学类型史,MetamophosesofScienceFiction,科幻小说变形记,39.00元,平装,8.3,37.0,丁素萍,351
9787530668160,5d43b2fb51eceec5c3080122,科幻文学馆,[美]拉切尔·海伍德·费雷拉,科幻,,2016-5-1,百花文艺出版社,书籍,,TheEmergenceofLatinAmericanScienceFiction,拉美科幻文学史,39.00,平装,7.5,18.0,穆从军,360
9787536484764,5d43b2fb51eceec5c3080123,世界科幻大师丛书,[美]迈克·雷斯尼克,科幻,科幻世界,2016-12,四川科学技术出版社,书籍,WORLD'SSCIENCEFICTIONSTORIESCOLLECTION,,世界科幻杰作选,38.00元,平装,8.1,86.0,,415
9789573900726,5d43b2fb51eceec5c3080124,倪匡科幻小說集,,科幻,,1981-10,遠景出版社,书籍,倪匡科幻小說集23,,迷藏,NT120,平装,7.6,457.0,,202
9787536456457,5d43b2fb51eceec5c3080125,世界科幻大师丛书,(美)洛伊斯·比约德,科幻,科幻世界,2004-12-1,四川科学技术出版社,书籍,世界科幻大师丛书,Memory,记忆,27.00元,简裝本,8.6,297.0,祖云鹏,
9787549566594,5d43b2fb51eceec5c3080126,离线,李婷主编,科幻,理想国,2015-5,广西师范大学出版社,书籍,ImagingTechnology,,离线·科幻,45,平装,7.8,147.0,,184
9787536456570,5d43b2fb51eceec5c3080127,世界科幻大师丛书,(美)洛伊斯.比约德,科幻,科幻世界,2005-2,四川科学技术出版社,书籍,世界科幻大师丛书,MirrorDance,镜舞,33.00元,简裝本,8.5,350.0,昂智慧,553
9787538736823,5d43b2fb51eceec5c3080128,王晋康科幻小说精选集,,科幻,,2011-9,时代文艺出版社,书籍,王晋康科幻小说精选集1,,养蜂人,26.80元,平装,7.5,556.0,,272页
9787536456716,5d43b2fb51eceec5c3080129,科幻世界·中国科幻基石丛书,,科幻,,2006-12,四川科学技术出版社,书籍,,,王晋康科幻小说精选（全4册）,96.00元,盒装,8.4,417.0,,2032页
9787313131492,5d43b2fb51eceec5c308012a,,,科幻,,2015-9,上海交通大学出版社,书籍,,,江晓原科幻电影指南,98.00元,精装,5.4,133.0,,495
