X,Y,Z,PNTCNT
121.27311383932765,30.685410877818054,0.00000000000,
121.26251625352091,30.694291180302375,0.00000000000,
121.27295323614938,30.694430421873285,0.00000000000,
121.28339029125129,30.69456882531647,0.00000000000,
121.29382741838953,30.694706390611401,0.00000000000,
121.30426461712698,30.694843117737673,0.00000000000,
121.31470188702642,30.694979006675002,0.00000000000,
121.32513922765069,30.695114057403227,0.00000000000,
121.3355766385626,30.695248269902315,0.00000000000,
121.26235460805277,30.703310661376324,0.00000000000,
121.27279256049761,30.703449952630365,0.00000000000,
121.28323058544397,30.703588405457765,0.00000000000,
121.29366868245455,30.70372601983799,0.00000000000,
121.30410685109207,30.703862795750616,0.00000000000,
121.31454509091913,30.703998733175357,0.00000000000,
121.32498340149843,30.70413383209204,0.00000000000,
121.33542178239259,30.704268092480618,0.00000000000,
121.3458602331642,30.704401514321184,0.00000000000,
121.35629875337588,30.704534097593921,0.00000000000,
121.26219288964583,30.71233012914055,7734.00000000000,
121.27263181234433,30.712469470086759,7734.00000000000,
121.28307080757244,30.71260797230736,5881.00000000000,
121.29350987489268,30.712745635781801,11271.00000000000,
121.30394901386758,30.712882460489659,8471.00000000000,
121.31438822405963,30.713018446410629,0.00000000000,
121.32482750503131,30.713153593524535,0.00000000000,
121.33526685634509,30.71328790181132,0.00000000000,2
121.34570627756337,30.713421371251055,0.00000000000,1
121.35614576824864,30.71355400182394,0.00000000000,
121.36658532796326,30.713685793510287,0.00000000000,
121.26203109827185,30.721349583592517,350.00000000000,
121.27247099166146,30.721488974239932,350.00000000000,
121.28291095760878,30.721627525862715,1008.00000000000,
121.29335099567615,30.721765238440305,8522.00000000000,
121.30379110542596,30.721902111952268,8471.00000000000,
121.31423128642049,30.722038146378296,8471.00000000000,
121.32467153822209,30.722173341698195,4712.00000000000,2
121.33511186039303,30.7223076978919,0.00000000000,
121.34555225249559,30.722441214939472,0.00000000000,
121.35599271409204,30.722573892821099,0.00000000000,
121.3664332447446,30.722705731517095,0.00000000000,
121.26186923390252,30.730369024729658,364.00000000000,
121.27231009842087,30.730508465087322,364.00000000000,
121.28275103552501,30.730647066121282,4255.00000000000,
121.29319204477721,30.730784827810961,8471.00000000000,
121.30363312573957,30.730921750135913,8471.00000000000,1
121.31407427797431,30.73105783307582,11368.00000000000,4
121.32451550104352,30.731193076610484,11368.00000000000,1
121.33495679450937,30.731327480719827,8471.00000000000,
121.34539815793393,30.731461045383906,6402.00000000000,
121.35583959087931,30.73159377058289,0.00000000000,
121.36628109290757,30.731725656297087,0.00000000000,
121.37672266358075,30.731856702506917,0.00000000000,
121.25126553347668,30.739248122870354,173.00000000000,
121.2617072965096,30.739388452549466,173.00000000000,
121.27214913259446,30.739527942626431,4954.00000000000,
121.28259104129324,30.73966659308056,6634.00000000000,
121.29303302216806,30.73980440389127,5623.00000000000,
121.30347507478083,30.7399413750381,11187.00000000000,
121.3139171986936,30.740077506500725,9439.00000000000,
121.32435939346834,30.740212798258931,11124.00000000000,
121.33480165866699,30.74034725029264,10938.00000000000,
121.34524399385145,30.740480862581894,5381.00000000000,
121.3556863985837,30.74061363510685,1797.00000000000,
121.36612887242561,30.740745567847807,0.00000000000,
121.37657141493906,30.740876660785183,0.00000000000,
121.38701402568591,30.741006913899511,0.00000000000,
121.39745670422803,30.74113632717145,0.00000000000,
121.24065988956499,30.748126267755602,261.00000000000,
121.25110255105569,30.748267487342719,261.00000000000,
121.26154528606477,30.748407867049359,365.00000000000,1
121.27198809415407,30.748547406854687,2813.00000000000,
121.28243097488551,30.748686106737988,368.00000000000,
121.29287392782091,30.748823966678671,336.00000000000,
121.3033169525221,30.748960986656272,5857.00000000000,
121.31376004855096,30.749097166650447,5066.00000000000,
121.32420321546924,30.749232506640986,5722.00000000000,
121.33464645283874,30.749367006607788,5722.00000000000,1
121.34508976022123,30.749500666530885,1302.00000000000,
121.35553313717844,30.74963348639044,6786.00000000000,
121.3659765832721,30.749765466166732,6475.00000000000,
121.37642009806396,30.749896605840156,119.00000000000,
121.38686368111567,30.750026905391259,0.00000000000,
121.39730733198894,30.750156364800688,0.00000000000,
121.40775105024541,30.750284984049216,0.00000000000,
121.23005230134859,30.757003458478849,391.00000000000,
121.24049586123992,30.757145568560556,33.00000000000,
121.25093949511637,30.757286838483537,365.00000000000,
121.26138320253969,30.757427268226831,357.00000000000,
121.27182698307158,30.757566857769575,357.00000000000,
121.28227083627375,30.757705607091058,365.00000000000,
121.29271476170794,30.757843516170663,365.00000000000,
121.30315875893575,30.757980584987934,290.00000000000,
121.31360282751886,30.758116813522506,365.00000000000,
121.32404696701893,30.758252201754157,2745.00000000000,
121.33449117699752,30.758386749662787,1328.00000000000,1
121.34493545701625,30.758520457228414,278.00000000000,
121.35537980663671,30.75865332443119,2036.00000000000,
121.36582422542045,30.758785351251383,2726.00000000000,
121.376268712929,30.758916537669382,353.00000000000,
121.38671326872391,30.759046883665722,0.00000000000,
121.39715789236666,30.759176389221036,0.00000000000,
121.40760258341875,30.759305054316101,0.00000000000,
121.41804734144168,30.759432878931808,0.00000000000,
121.21944276800875,30.765879694133321,96.00000000000,
121.22988722624314,30.766022695296215,96.00000000000,
121.24033175892974,30.766164856022232,314.00000000000,
121.25077636563019,30.766306176290257,327.00000000000,
121.261221045906,30.766446656079317,365.00000000000,
121.2716657993188,30.766586295368551,328.00000000000,
121.28211062543006,30.766725094137222,365.00000000000,
121.29255552380131,30.766863052364712,365.00000000000,
121.30300049399408,30.767000170030546,318.00000000000,
121.31344553556983,30.767136447114368,365.00000000000,
121.32389064809004,30.767271883595932,365.00000000000,
121.33433583111614,30.767406479455126,364.00000000000,
121.34478108420954,30.767540234671966,152.00000000000,
121.35522640693168,30.767673149226585,229.00000000000,
121.36567179884393,30.767805223099256,328.00000000000,4
121.37611725950767,30.767936456270352,365.00000000000,
121.38656278848427,30.768066848720395,567.00000000000,
121.39700838533503,30.768196400430014,0.00000000000,
121.40745404962128,30.768325111379973,0.00000000000,
121.41789978090436,30.76845298155115,0.00000000000,
121.42834557874551,30.768580010924566,0.00000000000,
121.43879144270602,30.768706199481347,0.00000000000,
121.13571592767575,30.773724185789341,0.00000000000,
121.15660564527244,30.774022899686685,683.00000000000,
121.1670506206159,30.774170995769097,683.00000000000,
121.17749567307153,30.774318251244647,676.00000000000,
121.18794080220087,30.774464666091475,0.00000000000,
121.19838600756545,30.774610240287831,0.00000000000,
121.21927664524625,30.774898866642793,319.00000000000,
121.22972207668545,30.775041918758532,319.00000000000,
121.24016758260575,30.77518413013809,365.00000000000,
121.25061316256858,30.775325500760346,365.00000000000,
121.26105881613539,30.775466030604299,365.00000000000,
121.27150454286752,30.775605719649082,365.00000000000,
121.28195034232633,30.775744567873957,365.00000000000,
121.29239621407318,30.775882575258294,365.00000000000,
121.30284215766943,30.77601974178161,365.00000000000,
121.31328817267637,30.776156067423528,365.00000000000,
121.32373425865526,30.776291552163798,365.00000000000,
121.33418041516744,30.776426195982303,304.00000000000,
121.34462664177411,30.776559998859046,1201.00000000000,
121.35507293803656,30.776692960774152,229.00000000000,
121.36551930351592,30.776825081707873,242.00000000000,
121.37596573777351,30.776956361640593,365.00000000000,
121.38641224037043,30.777086800552812,1432.00000000000,
121.39685881086788,30.77721639842515,0.00000000000,
121.40730544882702,30.777345155238361,1431.00000000000,
121.41775215380892,30.777473070973329,1431.00000000000,
121.42819892537479,30.777600145611043,0.00000000000,
121.43864576308565,30.777726379132631,0.00000000000,
121.44909266650261,30.777851771519344,0.00000000000,
121.45953963518676,30.777976322752561,0.00000000000,
121.12509622715602,30.782592255032338,671.00000000000,
121.13554194190793,30.782742926458866,671.00000000000,
121.14598773511771,30.782892757045605,670.00000000000,
121.15643360634678,30.783041746770298,675.00000000000,
121.16687955515658,30.783189895610828,323.00000000000,
121.17732558110846,30.783337203545191,282.00000000000,
121.18777168376383,30.783483670551515,473.00000000000,1
121.198217862684,30.783629296608044,0.00000000000,
121.2086641174303,30.783774081693156,399.00000000000,
121.21911044756411,30.783918025785344,399.00000000000,
121.22955685264662,30.78406112886324,335.00000000000,
121.2400033322392,30.784203390905581,214.00000000000,
121.25044988590307,30.784344811891238,282.00000000000,
121.26089651319941,30.784485391799215,365.00000000000,
121.27134321368952,30.784625130608632,365.00000000000,
121.28178998693456,30.784764028298731,295.00000000000,
121.29223683249569,30.784902084848884,316.00000000000,1
121.30268374993409,30.78503930023858,365.00000000000,
121.31313073881091,30.785175674447451,365.00000000000,
121.32357779868725,30.785311207455237,365.00000000000,
121.33402492912424,30.785445899241797,322.00000000000,
121.34447212968293,30.785579749787136,359.00000000000,1
121.35491939992444,30.78571275907137,359.00000000000,
121.36536673940977,30.785844927074734,365.00000000000,
121.3758141477,30.785976253777608,365.00000000000,
121.38626162435607,30.786106739160473,365.00000000000,
121.39670916893905,30.786236383203953,1432.00000000000,
121.40715678100992,30.786365185888794,1961.00000000000,1
121.4176044601296,30.786493147195849,7500.00000000000,
121.42805220585905,30.786620267106123,6360.00000000000,
121.43850001775917,30.786746545600725,6360.00000000000,
121.44894789539093,30.786871982660898,4943.00000000000,
121.45939583831522,30.786996578268006,4943.00000000000,
121.46984384609286,30.787120332403536,0.00000000000,
121.48029191828473,30.787243245049112,0.00000000000,
121.12492118911628,30.791610928590341,362.00000000000,
121.13536787768226,30.791761653682613,279.00000000000,
121.14581464473656,30.791911537635766,143.00000000000,
121.15626148984045,30.792060580427542,118.00000000000,
121.16670841255517,30.792208782035811,365.00000000000,
121.17715541244193,30.792356142438553,233.00000000000,
121.18760248906193,30.792502661613899,276.00000000000,6
121.19804964197638,30.792648339540065,624.00000000000,
121.2084968707464,30.792793176195428,552.00000000000,
121.21894417493317,30.792937171558467,12.00000000000,
121.22939155409779,30.7930803256078,340.00000000000,
121.23983900780138,30.79322263832217,359.00000000000,
121.250286535605,30.793364109680422,350.00000000000,
121.2607341370697,30.793504739661557,365.00000000000,
121.27118181175661,30.793644528244688,365.00000000000,
121.28162955922667,30.793783475409036,348.00000000000,
121.2920773790409,30.793921581133976,336.00000000000,
121.30252527076034,30.794058845398979,362.00000000000,
121.31297323394591,30.79419526818366,365.00000000000,
121.3234212681586,30.794330849467762,365.00000000000,
121.33386937295928,30.794465589231141,365.00000000000,
121.34431754790897,30.794599487453773,345.00000000000,
121.35476579256847,30.794732544115774,343.00000000000,
121.36521410649873,30.794864759197374,343.00000000000,
121.37566248926056,30.794996132678929,365.00000000000,
121.38611094041482,30.795126664540931,365.00000000000,
121.39655945952238,30.795256354763978,365.00000000000,
121.407008046144,30.795385203328809,294.00000000000,
121.41745669984047,30.795513210216278,282.00000000000,
121.42790542017258,30.795640375407373,5676.00000000000,
121.43835420670111,30.795766698883195,10827.00000000000,
121.44880305898677,30.795892180624982,8205.00000000000,
121.45925197659029,30.796016820614078,6991.00000000000,
121.46970095907238,30.796140618831974,2936.00000000000,
121.48015000599372,30.796263575260276,0.00000000000,
121.49059911691501,30.796385689880719,0.00000000000,
121.5010482913969,30.796506962675146,0.00000000000,
121.12474607214949,30.80062958869015,365.00000000000,
121.13519373496824,30.800780367457953,365.00000000000,
121.14564147630581,30.800930304787261,365.00000000000,
121.15608929572326,30.801079400655812,365.00000000000,
121.1665371927817,30.801227655041448,345.00000000000,
121.17698516704213,30.801375067922148,316.00000000000,
121.18743321806562,30.801521639276022,330.00000000000,
121.19788134541318,30.801667369081297,230.00000000000,
121.20832954864578,30.801812257316321,197.00000000000,
121.2187778273244,30.801956303959571,297.00000000000,
121.22922618101001,30.802099508989652,348.00000000000,
121.23967460926349,30.802241872385295,282.00000000000,
