X,Y,Z,长度
121.27311383932765,30.685410877818054,0.00000000000,0.000000000000000
121.26251625352091,30.694291180302375,0.00000000000,128.477757868882180
121.27295323614938,30.694430421873285,0.00000000000,1539.908056859595900
121.28339029125129,30.69456882531647,0.00000000000,1032.299540885478100
121.29382741838953,30.694706390611401,0.00000000000,1543.891782340042900
121.30426461712698,30.694843117737673,0.00000000000,172.251963381987620
121.31470188702642,30.694979006675002,0.00000000000,2038.437107628788000
121.32513922765069,30.695114057403227,0.00000000000,2011.393625220397300
121.3355766385626,30.695248269902315,0.00000000000,123.736459448764530
121.26235460805277,30.703310661376324,0.00000000000,1001.947338311451100
121.27279256049761,30.703449952630365,0.00000000000,3998.822786702669400
121.28323058544397,30.703588405457765,0.00000000000,5763.907544324707500
121.29366868245455,30.70372601983799,0.00000000000,3708.058274148961600
121.30410685109207,30.703862795750616,0.00000000000,4893.990211985432300
121.31454509091913,30.703998733175357,0.00000000000,3113.706901972179400
121.32498340149843,30.70413383209204,0.00000000000,2739.764474816945900
121.33542178239259,30.704268092480618,0.00000000000,5484.131619975859400
121.3458602331642,30.704401514321184,0.00000000000,1848.430372052051600
121.35629875337588,30.704534097593921,0.00000000000,81.785491792663692
121.26219288964583,30.71233012914055,7734.00000000000,662.009542096410880
121.27263181234433,30.712469470086759,7734.00000000000,3291.465727832877700
121.28307080757244,30.71260797230736,5881.00000000000,3373.507866378268300
121.29350987489268,30.712745635781801,11271.00000000000,3233.360422088818300
121.30394901386758,30.712882460489659,8471.00000000000,2546.455111975193600
121.31438822405963,30.713018446410629,0.00000000000,2528.312584983198100
121.32482750503131,30.713153593524535,0.00000000000,4409.939375407869200
121.33526685634509,30.71328790181132,0.00000000000,12457.388733852902000
121.34570627756337,30.713421371251055,0.00000000000,10370.508865245551000
121.35614576824864,30.71355400182394,0.00000000000,1887.493568743628000
121.36658532796326,30.713685793510287,0.00000000000,40.283725748070836
121.26203109827185,30.721349583592517,350.00000000000,40.269621470165326
121.27247099166146,30.721488974239932,350.00000000000,2142.818480682810300
121.28291095760878,30.721627525862715,1008.00000000000,4284.919135235052600
121.29335099567615,30.721765238440305,8522.00000000000,5330.557602719639400
121.30379110542596,30.721902111952268,8471.00000000000,5267.985656390768800
121.31423128642049,30.722038146378296,8471.00000000000,3467.013404188266600
121.32467153822209,30.722173341698195,4712.00000000000,4388.897316222111800
121.33511186039303,30.7223076978919,0.00000000000,11206.891014292252000
121.34555225249559,30.722441214939472,0.00000000000,11011.718099316697000
121.35599271409204,30.722573892821099,0.00000000000,3196.517361576634800
121.3664332447446,30.722705731517095,0.00000000000,59.017197023828828
121.26186923390252,30.730369024729658,364.00000000000,48.334740047249092
121.27231009842087,30.730508465087322,364.00000000000,3424.880896858861000
121.28275103552501,30.730647066121282,4255.00000000000,4097.472442065925000
121.29319204477721,30.730784827810961,8471.00000000000,6344.541144220743300
121.30363312573957,30.730921750135913,8471.00000000000,9024.412601884341700
121.31407427797431,30.73105783307582,11368.00000000000,9273.776901449578900
121.32451550104352,30.731193076610484,11368.00000000000,4965.630496821852800
121.33495679450937,30.731327480719827,8471.00000000000,12773.508413273294000
121.34539815793393,30.731461045383906,6402.00000000000,9635.766241111865400
121.35583959087931,30.73159377058289,0.00000000000,12354.431723604001000
121.36628109290757,30.731725656297087,0.00000000000,3783.019359088565600
121.37672266358075,30.731856702506917,0.00000000000,0.000000000000000
121.25126553347668,30.739248122870354,173.00000000000,0.000000000000000
121.2617072965096,30.739388452549466,173.00000000000,180.041776137560590
121.27214913259446,30.739527942626431,4954.00000000000,2185.741795906054000
121.28259104129324,30.73966659308056,6634.00000000000,3132.477458886985900
121.29303302216806,30.73980440389127,5623.00000000000,2041.338584251440100
121.30347507478083,30.7399413750381,11187.00000000000,4061.959908243304200
121.3139171986936,30.740077506500725,9439.00000000000,3692.774118242823500
121.32435939346834,30.740212798258931,11124.00000000000,3369.962760687335000
121.33480165866699,30.74034725029264,10938.00000000000,10478.116238423823000
121.34524399385145,30.740480862581894,5381.00000000000,4992.800844132542800
121.3556863985837,30.74061363510685,1797.00000000000,7601.918029241304800
121.36612887242561,30.740745567847807,0.00000000000,2698.151140470051400
121.37657141493906,30.740876660785183,0.00000000000,2191.376072220301900
121.38701402568591,30.741006913899511,0.00000000000,1107.801354984651400
121.39745670422803,30.74113632717145,0.00000000000,0.000000000000000
121.24065988956499,30.748126267755602,261.00000000000,93.755734009419712
121.25110255105569,30.748267487342719,261.00000000000,557.114354002735010
121.26154528606477,30.748407867049359,365.00000000000,2812.684041181515600
121.27198809415407,30.748547406854687,2813.00000000000,2579.666569247988700
121.28243097488551,30.748686106737988,368.00000000000,1438.733053618839900
121.29287392782091,30.748823966678671,336.00000000000,3225.044087541065000
121.3033169525221,30.748960986656272,5857.00000000000,1468.798903120097700
121.31376004855096,30.749097166650447,5066.00000000000,3960.706058964044100
121.32420321546924,30.749232506640986,5722.00000000000,3479.998957101491200
121.33464645283874,30.749367006607788,5722.00000000000,5353.095105429736600
121.34508976022123,30.749500666530885,1302.00000000000,1994.753467932971700
121.35553313717844,30.74963348639044,6786.00000000000,1916.162217190268200
121.3659765832721,30.749765466166732,6475.00000000000,3622.405339028398400
121.37642009806396,30.749896605840156,119.00000000000,3976.675742622266200
121.38686368111567,30.750026905391259,0.00000000000,1807.931632709093000
121.39730733198894,30.750156364800688,0.00000000000,1391.613174682541700
121.40775105024541,30.750284984049216,0.00000000000,0.000000000000000
121.23005230134859,30.757003458478849,391.00000000000,0.000000000000000
121.24049586123992,30.757145568560556,33.00000000000,639.314702544635000
121.25093949511637,30.757286838483537,365.00000000000,3253.302087248451200
121.26138320253969,30.757427268226831,357.00000000000,2317.548288862879000
121.27182698307158,30.757566857769575,357.00000000000,1486.100943296784400
121.28227083627375,30.757705607091058,365.00000000000,4014.928885164395100
121.29271476170794,30.757843516170663,365.00000000000,1644.628520523637700
121.30315875893575,30.757980584987934,290.00000000000,2927.595491347668900
121.31360282751886,30.758116813522506,365.00000000000,674.576947260639140
121.32404696701893,30.758252201754157,2745.00000000000,1986.842542884891400
